id,title,overview,keywords,release_date,vote_average,vote_count,popularity,genres
8195,Ronin,"A briefcase with undisclosed contents – sought by Irish terrorists and the Russian mob – makes its way into criminals' hands. An Irish liaison assembles a squad of mercenaries, or 'ronin', and gives them the thorny task of recovering the case.","[{""id"": 90, ""name"": ""paris""}, {""id"": 254, ""name"": ""france""}, {""id"": 2001, ""name"": ""arms deal""}, {""id"": 10038, ""name"": ""audi""}, {""id"": 13068, ""name"": ""impostor""}, {""id"": 14678, ""name"": ""case""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 157168, ""name"": ""ice skating""}, {""id"": 157238, ""name"": ""computer expert""}, {""id"": 159669, ""name"": ""ex kgb""}, {""id"": 159679, ""name"": ""preparation""}, {""id"": 159684, ""name"": ""hit with a car door""}, {""id"": 159685, ""name"": ""cellular phone trace""}, {""id"": 159688, ""name"": ""merry go round""}]",1998-09-25,6.7,658,32.657.488,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 12, ""name"": ""Adventure""}]"
10586,The Ghost and the Darkness,"Sir Robert Beaumont is behind schedule on a railroad in Africa. Enlisting noted engineer John Henry Patterson to right the ship, Beaumont expects results. Everything seems great until the crew discovers the mutilated corpse of the project's foreman, seemingly killed by a lion. After several more attacks, Patterson calls in famed hunter Charles Remington, who has finally met his match in the bloodthirsty lions.","[{""id"": 409, ""name"": ""africa""}, {""id"": 2043, ""name"": ""lion""}, {""id"": 3450, ""name"": ""bridge""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 9895, ""name"": ""kenya""}, {""id"": 158130, ""name"": ""animal attack""}, {""id"": 158215, ""name"": ""lion attack""}, {""id"": 158217, ""name"": ""colonialism""}, {""id"": 158219, ""name"": ""swahili""}]",1996-10-11,6.4,236,1.246.525,"[{""id"": 12, ""name"": ""Adventure""}]"
116149,Paddington,"A young Peruvian bear with a passion for all things British travels to London in search of a home. Finding himself lost and alone at Paddington Station, he begins to realize that city life is not all he had imagined - until he meets the kindly Brown family, who read the label around his neck ('Please look after this bear. Thank you.') and offer him a temporary haven. It looks as though his luck has changed until this rarest of bears catches the eye of a museum taxidermist...","[{""id"": 392, ""name"": ""england""}, {""id"": 477, ""name"": ""train station""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 10468, ""name"": ""bear""}, {""id"": 11500, ""name"": ""anthropomorphism""}, {""id"": 167625, ""name"": ""talking to animals""}, {""id"": 170173, ""name"": ""children's book""}]",2014-11-27,7.0,883,39.882.276,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]"
80035,The Watch,"Four everyday suburban guys come together as an excuse to escape their humdrum lives one night a week. But when they accidentally discover that their town has become overrun with aliens posing as ordinary suburbanites, they have no choice but to save their neighborhood - and the world - from total extermination.","[{""id"": 279, ""name"": ""usa""}, {""id"": 5097, ""name"": ""sterility""}, {""id"": 5502, ""name"": ""castration""}, {""id"": 6038, ""name"": ""marriage""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 14632, ""name"": ""suburb""}, {""id"": 14909, ""name"": ""alien invasion""}, {""id"": 34079, ""name"": ""death""}, {""id"": 155888, ""name"": ""teenage daughter""}, {""id"": 176419, ""name"": ""neighborhood watch""}, {""id"": 176425, ""name"": ""creepy neighbor""}]",2012-07-26,5.3,881,39.395.881,"[{""id"": 35, ""name"": ""Comedy""}]"
10632,The Hunted,"In the wilderness of British Columbia, two hunters are tracked and viciously murdered by Aaron Hallum. Former Special Operations instructor, L.T. Bonham is approached and asked to apprehend Hallum, his former student, who has 'gone rogue' after suffering severe battle stress from his time in Kosovo.","[{""id"": 414, ""name"": ""hunter""}, {""id"": 1812, ""name"": ""fbi""}, {""id"": 4728, ""name"": ""knife""}, {""id"": 7202, ""name"": ""balkan war""}, {""id"": 9720, ""name"": ""woods""}, {""id"": 10024, ""name"": ""psychopathic killer""}, {""id"": 10089, ""name"": ""slaughter""}, {""id"": 10833, ""name"": ""survivalist""}, {""id"": 14805, ""name"": ""maniac""}, {""id"": 15218, ""name"": ""special forces""}, {""id"": 17987, ""name"": ""killing spree""}, {""id"": 18543, ""name"": ""combat""}, {""id"": 162380, ""name"": ""ex soldier""}, {""id"": 164148, ""name"": ""dark past""}, {""id"": 226499, ""name"": ""manhunt""}, {""id"": 238136, ""name"": ""gory violence""}]",2003-03-11,6.0,189,8.634.954,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]"
12117,Instinct,"Dr. Ethan Powell, an anthropologist, is in Africa studying apes when he is lost for two years. When he is found, he kills 3 men and puts 2 in the hospital. Cuba Gooding's character is a psychiatrist who wants to take up the task of trying to get Dr. Powell to speak again and maybe even stand judgment at a trial for his release from prison of mental cases. Along the way, Cuba has to deal with also helping the mental patients that are being abused and neglected. In this process Cuba learns a few things about himself and life, and so does Anthony Hopkins character, Dr. Powell.","[{""id"": 378, ""name"": ""prison""}, {""id"": 690, ""name"": ""gorilla""}, {""id"": 3664, ""name"": ""research""}, {""id"": 6245, ""name"": ""instinct""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 11268, ""name"": ""psychologist""}]",1999-06-04,6.2,146,7.386.394,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]"
1792,Stuck on You,"In Martha's Vineyard, Mass., conjoined twins Walt (Greg Kinnear) and Bob Tenor (Matt Damon) make the best of their handicap by being the fastest grill cooks in town. While outgoing Walt hopes to one day become a famous actor, shy Bob prefers to stay out of the spotlight. When a fading Hollywood actress, Cher (Cher), decides to get her show ""Honey and the Beaze"" cancelled, she hires Walt -- and his brotherly appendage -- as her costars. But their addition surprisingly achieves the opposite.","[{""id"": 572, ""name"": ""sex""}, {""id"": 733, ""name"": ""dancer""}, {""id"": 779, ""name"": ""martial arts""}, {""id"": 1650, ""name"": ""cook""}, {""id"": 6593, ""name"": ""stripper""}, {""id"": 9673, ""name"": ""love""}, {""id"": 10624, ""name"": ""bully""}, {""id"": 12396, ""name"": ""hollywood""}, {""id"": 15016, ""name"": ""twins""}, {""id"": 187844, ""name"": ""flashback""}, {""id"": 207673, ""name"": ""freak""}, {""id"": 207716, ""name"": ""actor""}, {""id"": 208513, ""name"": ""anxiety""}, {""id"": 208514, ""name"": ""conjoined""}, {""id"": 208515, ""name"": ""siamese""}]",2003-12-10,5.1,188,8.802.525,"[{""id"": 35, ""name"": ""Comedy""}]"
13260,Semi-Pro,"Jackie Moon is the owner, promoter, coach, and star player of the Flint Michigan Tropics of the American Basketball Association (ABA). In 1976 before the ABA collapses, the National Basketball Association (NBA) plans to merge with the best teams of the ABA at the end of the season. Only the top four teams will make the move and the worst teams will fold. The Tropics are the worst team in the league and if they want to make it to the NBA, Jackie Moon must rally his team and start winning. The only problem is the fact that Jackie Moon is not really the coach and star basketball player he thinks he is. To keep his team from oblivion and leave his mark in the city, Jackie Moon must inspire his team to win fourth place in the playoffs.","[{""id"": 6075, ""name"": ""sport""}, {""id"": 6496, ""name"": ""basketball""}, {""id"": 169054, ""name"": ""flint michigan""}, {""id"": 169055, ""name"": ""nba""}, {""id"": 169057, ""name"": ""merger""}, {""id"": 169058, ""name"": ""trade""}, {""id"": 169062, ""name"": ""garbage can""}, {""id"": 169064, ""name"": ""canon""}, {""id"": 169068, ""name"": ""ramp""}, {""id"": 169071, ""name"": ""championship""}, {""id"": 169075, ""name"": ""dead parent""}]",2008-02-28,5.4,251,10.449.975,"[{""id"": 35, ""name"": ""Comedy""}]"
72197,The Pirates! In an Adventure with Scientists!,"The luxuriantly bearded Pirate Captain is a boundlessly enthusiastic, if somewhat less-than-successful, terror of the High Seas. With a rag-tag crew at his side, and seemingly blind to the impossible odds stacked against him, the Captain has one dream: to beat his bitter rivals Black Bellamy and Cutlass Liz to the much coveted Pirate of the Year Award. It’s a quest that takes our heroes from the shores of exotic Blood Island to the foggy streets of Victorian London. Along the way they battle a diabolical queen and team up with a haplessly smitten young scientist, but never lose sight of what a pirate loves best: adventure!","[{""id"": 9823, ""name"": ""rivalry""}, {""id"": 10121, ""name"": ""stop motion""}, {""id"": 12988, ""name"": ""pirate""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",2012-03-12,6.4,374,23.700.759,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]"
3580,Changeling,"Christine Collins is overjoyed when her kidnapped son is brought back home. But when Christine suspects that the boy returned to her isn't her child, the police captain has her committed to an asylum.","[{""id"": 417, ""name"": ""corruption""}, {""id"": 456, ""name"": ""mother""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 3065, ""name"": ""minister""}, {""id"": 3720, ""name"": ""power""}, {""id"": 4740, ""name"": ""public""}, {""id"": 6086, ""name"": ""government""}, {""id"": 6149, ""name"": ""police""}, {""id"": 9824, ""name"": ""reunion""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 184402, ""name"": ""missing""}, {""id"": 199226, ""name"": ""mother love""}, {""id"": 202098, ""name"": ""criticism""}]",2008-01-30,7.3,1131,2.750.916,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]"
12123,Chain Reaction,Two researchers in a green alternative energy project are put on the run when they are framed for murder and treason.,"[{""id"": 1812, ""name"": ""fbi""}, {""id"": 2528, ""name"": ""hydrogen bomb""}, {""id"": 3288, ""name"": ""secret lab""}, {""id"": 6107, ""name"": ""energy supply""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}]",1996-08-02,5.3,284,2.058.862,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]"
9566,The Fan,"When the San Francisco Giants pay centerfielder Bobby Rayburn $40 million to lead their team to the World Series, no one is happier or more supportive than #1 fan Gil Renard.  So when Rayburn becomes mired in the worst slump of his career, the obsessed Renard decides to stop at nothing to help his idol regain his former glory... not even murder.","[{""id"": 6075, ""name"": ""sport""}, {""id"": 157904, ""name"": ""luck""}, {""id"": 178355, ""name"": ""san francisco giants""}, {""id"": 178364, ""name"": ""child custody""}, {""id"": 178368, ""name"": ""baseball pitcher""}, {""id"": 178369, ""name"": ""baseball fan""}, {""id"": 178370, ""name"": ""psychotic fan""}, {""id"": 178372, ""name"": ""sports agent""}, {""id"": 178378, ""name"": ""driving range""}, {""id"": 178379, ""name"": ""steam room""}]",1996-08-15,5.7,194,4.366.488,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]"
9833,The Phantom of the Opera,"Deformed since birth, a bitter man known only as the Phantom lives in the sewers underneath the Paris Opera House. He falls in love with the obscure chorus singer Christine, and privately tutors her while terrorizing the rest of the opera house and demanding Christine be given lead roles. Things get worse when Christine meets back up with her childhood acquaintance Raoul and the two fall in love","[{""id"": 246, ""name"": ""dancing""}, {""id"": 1523, ""name"": ""obsession""}, {""id"": 2096, ""name"": ""auction""}, {""id"": 2564, ""name"": ""wheelchair""}, {""id"": 3259, ""name"": ""rose""}, {""id"": 3977, ""name"": ""product placement""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 10045, ""name"": ""tragic villain""}, {""id"": 12999, ""name"": ""black and white""}, {""id"": 15219, ""name"": ""rooftop""}, {""id"": 156525, ""name"": ""heroine""}, {""id"": 157676, ""name"": ""disfigured face""}, {""id"": 158375, ""name"": ""based on stage musical""}, {""id"": 163110, ""name"": ""theater""}, {""id"": 164899, ""name"": ""disfigurement mask""}, {""id"": 164917, ""name"": ""breaking mirror""}, {""id"": 164920, ""name"": ""opera singer""}, {""id"": 210184, ""name"": ""1910s""}]",2004-12-08,7.0,438,18.927.463,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
4517,Elizabeth: The Golden Age,"When Queen Elizabeth's reign is threatened by ruthless familial betrayal and Spain's invading army, she and her shrewd adviser must act to safeguard to the lives of her people.","[{""id"": 392, ""name"": ""england""}, {""id"": 441, ""name"": ""assassination""}, {""id"": 514, ""name"": ""spain""}, {""id"": 2389, ""name"": ""virgin""}, {""id"": 4090, ""name"": ""colony""}, {""id"": 6088, ""name"": ""governance""}, {""id"": 7153, ""name"": ""queen elizabeth i""}, {""id"": 7534, ""name"": ""religious war""}, {""id"": 7537, ""name"": ""tudors""}, {""id"": 13129, ""name"": ""execution""}, {""id"": 41406, ""name"": ""middle ages""}, {""id"": 161207, ""name"": ""catholicism""}, {""id"": 182677, ""name"": ""sea battle""}, {""id"": 191599, ""name"": ""palace intrigue""}]",2007-09-09,6.6,303,15.274.137,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]"
8202,Æon Flux,"400 years into the future, disease has wiped out the majority of the world's population, except one walled city, Bregna, ruled by a congress of scientists. When Æon Flux, the top operative in the underground 'Monican' rebellion, is sent on a mission to kill a government leader, she uncovers a world of secrets.","[{""id"": 779, ""name"": ""martial arts""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 9887, ""name"": ""surrealism""}, {""id"": 10244, ""name"": ""based on cartoon""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 11134, ""name"": ""espionage""}, {""id"": 11829, ""name"": ""infertility""}, {""id"": 12190, ""name"": ""cyberpunk""}, {""id"": 14687, ""name"": ""extreme violence""}, {""id"": 15246, ""name"": ""sabotage""}, {""id"": 18522, ""name"": ""one against many""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 188955, ""name"": ""hand to hand combat""}, {""id"": 208314, ""name"": ""action heroine""}, {""id"": 226039, ""name"": ""human cloning""}, {""id"": 226146, ""name"": ""25th century""}]",2005-11-30,5.4,703,29.954.302,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]"
16072,Gods and Generals,"The film centers mostly around the personal and professional life of Thomas ""Stonewall"" Jackson, a brilliant if eccentric Confederate general, from the outbreak of the American Civil War until its halfway point when Jackson is killed accidentally by his own soldiers in May 1863 during his greatest victory.","[{""id"": 6091, ""name"": ""war""}, {""id"": 14643, ""name"": ""battle""}, {""id"": 160201, ""name"": ""union soldier""}, {""id"": 166464, ""name"": ""confederate soldier""}, {""id"": 179585, ""name"": ""american civil war""}, {""id"": 185728, ""name"": ""secession""}]",2003-02-21,6.1,48,4.362.535,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]"
34314,Turbulence,"On a flight transporting dangerous convicts, murderer Ryan Weaver manages to break free and cause complete chaos throughout the plane. As various people on board fall victim to Weaver, it is ultimately down to flight attendant Teri Halloran to keep the aircraft from crashing, with on-ground support from an air traffic controller. While Halloran struggles to pilot the plane, Weaver continues to terrorize the surviving members of the crew.","[{""id"": 2080, ""name"": ""stewardess""}, {""id"": 3800, ""name"": ""airplane""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 198541, ""name"": ""air marshal""}, {""id"": 207317, ""name"": ""christmas""}, {""id"": 208637, ""name"": ""turbulence""}]",1997-01-09,5.2,62,4.700.024,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]"
19724,Imagine That,"A financial executive who can't stop his career downspiral is invited into his daughter's imaginary world, where solutions to his problems await.",[],2009-06-19,5.7,134,12.340.384,"[{""id"": 35, ""name"": ""Comedy""}]"
145220,Muppets Most Wanted,"While on a grand world tour, The Muppets find themselves wrapped into an European jewel-heist caper headed by a Kermit the Frog look-alike and his dastardly sidekick.","[{""id"": 4344, ""name"": ""musical""}, {""id"": 12998, ""name"": ""the muppets""}]",2014-03-20,6.2,316,14.808.304,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10751, ""name"": ""Family""}]"
14623,Thunderbirds,"Dangerous missions are the bread and butter of the Thunderbirds, a high-tech secret force employed by the government. Led by Jeff Tracy (Bill Paxton), the Thunderbirds are at the top of their game, but their nemesis, The Hood (Ben Kingsley), has landed on their island and is attempting a coup by using the team's rescue vehicles. He'll soon discover that the Thunderbirds won't go down.","[{""id"": 3271, ""name"": ""secret organization""}, {""id"": 10988, ""name"": ""based on tv series""}, {""id"": 12393, ""name"": ""golden gate bridge""}, {""id"": 33725, ""name"": ""locker""}, {""id"": 176253, ""name"": ""oil rig\u00a0""}, {""id"": 188178, ""name"": ""teenage hero""}, {""id"": 188179, ""name"": ""soaked clothes""}, {""id"": 207560, ""name"": ""thunderbirds""}]",2004-07-23,4.2,91,927.875,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]"
42297,Burlesque,"The Burlesque Lounge has its best days behind it. Tess, a retired dancer and owner of the venue, struggles to keep the aging theater alive, facing all kinds of financial and artistic challenges. With the Lounge's troupe members becoming increasingly distracted by personal problems and a threat coming from a wealthy businessman's quest to buy the spot from Tess, the good fortune seems to have abandoned the club altogether. Meanwhile, the life of Ali, a small-town girl from Iowa, is about to change dramatically. Hired by Tess as a waitress at the Lounge, Ali escapes a hollow past and quickly falls in love with the art of burlesque. Backed by newfound friends amongst the theater's crew, she manages to fulfill her dreams of being on stage herself. Things take a dramatic turn though when Ali's big voice makes her become the main attraction of the revue","[{""id"": 4344, ""name"": ""musical""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 163070, ""name"": ""burlesque""}, {""id"": 191205, ""name"": ""burlesque dancer""}]",2010-11-23,6.9,573,22.863.516,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
2841,A Very Long Engagement,"In 1919, Mathilde was 19 years old. Two years earlier, her fiancé Manech left for the front at the Somme. Like millions of others he was ""killed on the field of battle."" It's written in black and white on the official notice. But Mathilde refuses to believe it. If Manech had died, she would know. She hangs on to her intuition as tightly as she would onto the last thread of hope linking her to her lover. A former sergeant tells her in vain that Manech died in the no man's land of a trench named Bingo Crepescule, in the company of four other men condemned to die for self-inflicted wounds. Her path ahead is full of obstacles but Mathilde is not frightened. Anything is possible to someone who is willing to challenge fate...","[{""id"": 90, ""name"": ""paris""}, {""id"": 549, ""name"": ""prostitute""}, {""id"": 1014, ""name"": ""loss of lover""}, {""id"": 1453, ""name"": ""amnesia""}, {""id"": 2425, ""name"": ""bodily disabled person""}, {""id"": 2504, ""name"": ""world war i""}, {""id"": 2564, ""name"": ""wheelchair""}, {""id"": 4025, ""name"": ""brittany""}, {""id"": 4079, ""name"": ""lighthouse""}, {""id"": 6701, ""name"": ""verdun""}, {""id"": 8729, ""name"": ""lighthouse keeper   ""}, {""id"": 10791, ""name"": ""teenage crush""}, {""id"": 10941, ""name"": ""disappearance""}, {""id"": 13065, ""name"": ""soldier""}, {""id"": 33625, ""name"": ""illegal prostitution""}, {""id"": 155790, ""name"": ""private detective""}, {""id"": 156091, ""name"": ""missing person""}, {""id"": 184167, ""name"": ""polio""}, {""id"": 188725, ""name"": ""trenches""}]",2004-10-26,7.1,346,2.305.451,"[{""id"": 18, ""name"": ""Drama""}]"
802,Lolita,"Humbert Humbert is a middle-aged British novelist who is both appalled by and attracted to the vulgarity of American culture. When he comes to stay at the boarding house run by Charlotte Haze, he soon becomes obsessed with Lolita, the woman's teenaged daughter.","[{""id"": 459, ""name"": ""sexual obsession""}, {""id"": 612, ""name"": ""hotel""}, {""id"": 894, ""name"": ""depression""}, {""id"": 936, ""name"": ""loss of mother""}, {""id"": 1415, ""name"": ""small town""}, {""id"": 1486, ""name"": ""flirt""}, {""id"": 1599, ""name"": ""midlife crisis""}, {""id"": 1664, ""name"": ""eroticism""}, {""id"": 2086, ""name"": ""youngster""}, {""id"": 2087, ""name"": ""lolita""}, {""id"": 2669, ""name"": ""motel""}, {""id"": 2913, ""name"": ""diary""}, {""id"": 3182, ""name"": ""seduction""}, {""id"": 3691, ""name"": ""forbidden love""}, {""id"": 3746, ""name"": ""professor for literature""}, {""id"": 4125, ""name"": ""provocation""}, {""id"": 4126, ""name"": ""fascination""}, {""id"": 4127, ""name"": ""one-sided love""}, {""id"": 4129, ""name"": ""widow""}, {""id"": 4130, ""name"": ""adoptive father""}, {""id"": 4549, ""name"": ""loss of husband""}, {""id"": 5767, ""name"": ""summer camp""}, {""id"": 7879, ""name"": ""secret love""}]",1962-06-13,7.3,395,23.962.109,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
10375,D-Tox,A disgraced FBI agent with a drinking problem joins nine other troubled law enforcement officers at an isolated detox clinic in the wilds of Wyoming. But the therapeutic sanctuary becomes a nightmarish hellhole when a major snowstorm cuts off the clinic from the outside world and enables a killer on the inside to get busy.,"[{""id"": 7464, ""name"": ""alcoholism""}, {""id"": 10714, ""name"": ""serial killer""}, {""id"": 11612, ""name"": ""hospital""}, {""id"": 15090, ""name"": ""police officer""}, {""id"": 200784, ""name"": ""detox""}]",2002-01-04,5.3,123,12.669.778,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]"
36586,Blade II,"A rare mutation has occurred within the vampire community - The Reaper. A vampire so consumed with an insatiable bloodlust that they prey on vampires as well as humans, transforming victims who are unlucky enough to survive into Reapers themselves. Blade is asked by the Vampire Nation for his help in preventing a nightmare plague that would wipe out both humans and vampires.","[{""id"": 1908, ""name"": ""katana""}, {""id"": 2766, ""name"": ""mutation""}, {""id"": 3133, ""name"": ""vampire""}, {""id"": 3625, ""name"": ""silver""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 10045, ""name"": ""tragic villain""}, {""id"": 10525, ""name"": ""broken neck""}, {""id"": 11795, ""name"": ""lasersight""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 18508, ""name"": ""exploding body""}, {""id"": 40884, ""name"": ""blade""}, {""id"": 162177, ""name"": ""subjective camera""}, {""id"": 162533, ""name"": ""torso cut in half""}, {""id"": 175211, ""name"": ""reaper""}, {""id"": 175227, ""name"": ""broken wrist""}, {""id"": 175233, ""name"": ""razor blade""}, {""id"": 175241, ""name"": ""shot through a door""}, {""id"": 175245, ""name"": ""sword duel""}, {""id"": 175247, ""name"": ""burnt face""}]",2002-03-22,6.2,1528,67.169.587,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]"
11321,Seven Pounds,An IRS agent with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.,"[{""id"": 4459, ""name"": ""vegetarian""}, {""id"": 9368, ""name"": ""tax collector""}, {""id"": 14743, ""name"": ""pianist""}, {""id"": 33768, ""name"": ""blind""}, {""id"": 33773, ""name"": ""organ transplant""}, {""id"": 33774, ""name"": ""blood type""}]",2008-12-18,7.5,2039,41.472.404,"[{""id"": 18, ""name"": ""Drama""}]"
70074,Bullet to the Head,"After watching their respective partners die, a cop and a hitman form an alliance in order to bring down their common enemy.",[],2013-01-31,5.2,481,22.503.935,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]"
242,The Godfather: Part III,"In the midst of trying to legitimize his business dealings in 1979 New York and Italy, aging mafia don, Michael Corleone seeks forgiveness for his sins while taking a young protege under his wing.","[{""id"": 131, ""name"": ""italy""}, {""id"": 186, ""name"": ""christianity""}, {""id"": 242, ""name"": ""new york""}, {""id"": 441, ""name"": ""assassination""}, {""id"": 700, ""name"": ""italo-american""}, {""id"": 716, ""name"": ""vatican""}, {""id"": 717, ""name"": ""pope""}, {""id"": 718, ""name"": ""confession""}, {""id"": 720, ""name"": ""helicopter""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 10909, ""name"": ""lawyer""}]",1990-12-24,7.1,1546,59.194.915,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]"
9621,Elizabethtown,"Drew Baylor is fired after causing his shoe company to lose hundreds of millions of dollars. To make matters worse, he's also dumped by his girlfriend. On the verge of ending it all, Drew gets a new lease on life when he returns to his family's small Kentucky hometown after his father dies. Along the way, he meets a flight attendant with whom he falls in love.","[{""id"": 236, ""name"": ""suicide""}, {""id"": 922, ""name"": ""hotel room""}, {""id"": 1252, ""name"": ""suicide attempt""}, {""id"": 1605, ""name"": ""new love""}, {""id"": 3739, ""name"": ""funeral""}, {""id"": 3800, ""name"": ""airplane""}, {""id"": 4663, ""name"": ""lovers""}, {""id"": 13072, ""name"": ""falling in love""}]",2005-10-06,6.1,327,22.894.898,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
1819,"You, Me and Dupree","After standing in as best man for his longtime friend Carl Petersen, Randy Dupree loses his job, becomes a barfly and attaches himself to the newlywed couple almost permanently -- as their houseguest. But the longer Dupree camps out on their couch, the closer he gets to Carl's bride, Molly, leaving the frustrated groom wondering when his pal will be moving out.","[{""id"": 1253, ""name"": ""roommate""}, {""id"": 2038, ""name"": ""love of one's life""}, {""id"": 156578, ""name"": ""newlywed""}]",2006-07-14,5.4,407,18.600.367,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]"
8536,Superman II,"Three escaped criminals from the planet Krypton test the Man of Steel's mettle. Led by Gen. Zod, the Kryptonians take control of the White House and partner with Lex Luthor to destroy Superman and rule the world. But Superman, who attempts to make himself human in order to get closer to Lois, realizes he has a responsibility to save the planet.","[{""id"": 83, ""name"": ""saving the world""}, {""id"": 849, ""name"": ""dc comics""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 11254, ""name"": ""loss of virginity""}, {""id"": 15009, ""name"": ""criminal""}, {""id"": 163455, ""name"": ""super powers""}, {""id"": 175644, ""name"": ""phantom zone""}, {""id"": 175655, ""name"": ""rocket fired grenade""}, {""id"": 175656, ""name"": ""crystal machine""}, {""id"": 179102, ""name"": ""superhuman strength""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",1980-12-04,6.5,629,30.515.175,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]"
